lm_prompt,references,lm_output_original,char_f1_original,exact_match_original,lm_output_finetuned,char_f1_finetuned,exact_match_finetuned
サーフィン用語で、陸から海に向かって吹く風のことを、「岸を離れる」という意味の英語で何という?答えは「,['オフショア'],岸を離れる,0.0,False,岸を離れる,0.0,False
サマセット・モームがこよなく愛し、「サマセット・モーム・スイート」と名づけられた部屋があることでも知られる、シンガポールの名門ホテルは何?答えは「,['ラッフルズ・ホテル'],シンガポールの名門ホテルは何?,0.35000000000000003,False,シンガポールのホテル,0.44,False
日本の地図記号で、小中学校は「文」の漢字を記号化したものですが、森林管理署は何という漢字を記号化したもの?答えは「,['木'],森,0.0,False,森林,0.0,False
プロレスで、レスラーが2人以上のチームを組み、リング上で1人ずつが戦う試合形式のことを、何マッチという?答えは「,"['タッグマッチ', 'タグマッチ', 'タグマッチ']",3マッチ,0.67,False,2人のチーム,0.18,False
地図記号で、そろばんの珠と軸の形をモチーフにしているのは何?答えは「,['税務署'],軸,0.0,False,軸,0.0,False
競馬のGIレースで、皐月賞は中山競馬場、日本ダービーは東京競馬場で開催されますが、菊花賞はどこの競馬場で開催される?答えは「,['京都競馬場'],東京競馬場,0.8,False,菊花賞は、中山競馬場で開催されます。,0.26,False
ロシア・ロマノフ朝時代、エカチェリーナ2世が美術コレクションを展示するために建造した、サンクトペテルブルクにある美術館は何?答えは「,['エルミタージュ美術館'],スタードック,0.25,False,ロマノフ朝時代の美術館,0.29,False
男女間の愛情が冷めることを、風にたとえて「何が立つ」という?答えは「,"['秋風', '秋風が立つ']",風,0.67,False,あなたがあなたの愛情を冷めているか、あなたがあなたの愛情を冷めて,0.05,False
京都「哲学の道」にある石碑に書かれた、「人は人吾はわれ也」から始まる歌を詠んだ、この道ゆかりの哲学者は誰?答えは「,['西田幾多郎'],呪愁の哲学者,0.0,False,哲学者,0.0,False
ウルグアイの音楽家・ロドリゲスが作曲した、「仮装行列」という意味があるタンゴのスタンダートナンバーといえば何?答えは「,['ラ・クンパルシータ'],マッシュアム,0.14,False,アルバート・アルバート,0.22,False
死んでもなお大きな影響力を持つということを、中国・三国時代の諸葛亮と司馬懿の故事から何という?答えは「,['死せる孔明生ける仲達を走らす'],危機感,0.0,False,彼らは彼らの偉大な敵に対して彼らの偉大な,0.06,False
勝負の分かれ目にたとえられる山で、「天王山」があるのは京都府ですが、「天目山」があるのはどこの都道府県?答えは「,"['山梨県', '山梨']",大阪府,0.0,False,北京,0.0,False
『少女ファイト』『リベロ革命!!』『ハイキュー!!』といえば、どんなスポーツを題材にした漫画?答えは「,['バレーボール'],バスケットボール,0.5700000000000001,False,スポーツ,0.2,False
日本国憲法65条で行政権が属すると定められている、総理大臣と国務大臣で組織される機関は何?答えは「,['内閣'],内閣,1.0,True,政府,0.0,False
テーブルウェアブランドで、「アラビア」「イッタラ」といえば、どこの国のブランド?答えは「,['フィンランド'],インド,0.44,False,イラン,0.44,False
イギリスのエリザベス朝やヴィクトリア朝の貴婦人の間で流行したアイテムを取り入れた、「ゴスロリ」などと略されるファッションは何?答えは「,"['ゴシック・アンド・ロリータ', 'ゴシック&ロリータ']",ブラック・クリス,0.38,False,ゴスロリ,0.46,False
夢の中で入れ替わってしまう少年・瀧と、ヒロイン・三葉の恋を描いた、新海誠監督・脚本のアニメ映画は何?答えは「,['君の名は。'],僕の彼女,0.22,False,三葉の恋,0.22,False
現在の静岡市葵区にあったお城で、徳川家康が亡くなったことで知られるのはどこ?答えは「,['駿府城'],徳川家康のお城,0.2,False,徳川家康のお城,0.2,False
ギリシャ、ブルガリア、アルバニアなどの国が含まれる、「ヨーロッパの火薬庫」と呼ばれた半島は何半島?答えは「,"['バルカン半島', 'バルカン']",アイルランドの半島,0.53,False,アイルランド,0.4,False
江戸時代に、長崎郊外にシーボルトが開いた私塾の名前は何?答えは「,['鳴滝塾'],シーボルト,0.0,False,シーボルト,0.0,False
「エルゴノミクス」ともいう、機械などを自然な動きで使えるようにデザインしようとする学問を、漢字4文字で何という?答えは「,['人間工学'],機械,0.0,False,エルゴノミクス,0.0,False
アマチュアレスリングで、試合が行われるマットの直径は何メートル?答えは「,"['9', '9m', '9メートル']",2.5m,0.33,False,10メートル,0.73,False
ジャズミュージシャンで、オスカー・ピーターソン、ハービー・ハンコック、キース・ジャレットは、何の楽器の演奏家?答えは「,['ピアノ'],ピアノ,1.0,True,ギター,0.0,False
世界遺産にも登録された中尊寺や毛越寺など、奥州藤原氏の栄華を物語る遺跡が数多く残る、岩手県西磐井郡の町はどこ?答えは「,"['平泉', '平泉町']",栄光の砂漠,0.0,False,栄華の町,0.29,False
東京都の「都の花」はソメイヨシノですが、京都府の「府の花」は同じくサクラの何という品種?答えは「,['シダレザクラ'],京都の花,0.0,False,いいえ,0.0,False
1975年に第1回先進国首脳会議が開催された、フランスの都市はどこ?答えは「,['ランブイエ'],ロンドン,0.22,False,ロンドン,0.22,False
大酒飲みの人の太って丸く突き出たお腹を、あるお酒を使って「何腹」という?答えは「,"['ビール腹', 'ビール']",何腹,0.33,False,お湯,0.0,False
1563年、「ドン・バルトロメオ」という洗礼名を受け、日本初のキリシタン大名となった戦国武将は誰?答えは「,['大村純忠'],堀江敬児,0.0,False,ドン・バルトロメオ,0.0,False
ビリヤードで、的球に当てた手球を他の球に当てて、その球をポケットインさせるショットを何ショットという?答えは「,"['キャノンショット', 'キャロムショット', 'キャノン', 'キャロム']",10000000000000000000000000000000,0.0,False,10,0.0,False
1919年、グロピウスらによってワイマールに創設された総合芸術学校は何?答えは「,['バウハウス'],ワイマールアカデミー,0.0,False,アートと音楽,0.0,False
「ロボットは人間に危害を加えてはいけない」などの「ロボット工学の三原則」を記した短編集『われはロボット』などで知られるSF作家は誰?答えは「,"['アイザック・アシモフ', 'アシモフ']",マイケル・フェルガートン,0.2,False,ロボット,0.15,False
古代中国・唐の文人・韓愈が詠んだ詩「鴻溝を過ぐ」の一節に由来する、「運を天にまかせた大勝負」を意味する言葉は何?答えは「,"['乾坤一擲', '乾坤一擲', '一擲乾坤']",鴻溝を過ぎる,0.0,False,運を天にまかせた大勝負,0.0,False
芝居などで、幕が開いたときに役者がすでに舞台の上に出ている状態を何という?答えは「,"['板付き', '板つき']",前奏,0.0,False,彼らはすでに出ている,0.0,False
三角形の三辺の長さから面積を求める公式のことを、発見したギリシャの数学者の名をとって「何の公式」という?答えは「,"['ヘロンの公式', 'ヘロン']",面積公式,0.4,False,三角形の面積,0.17,False
日本年金機構が年金加入者に対して毎年誕生月に郵送する記録通知書のことを何便という?答えは「,['ねんきん定期便'],届け書,0.0,False,年金,0.0,False
サッカーの判定システム「VAR」は何という言葉の略?答えは「,"['ビデオ・アシスタント・レフェリー', 'Video Assistant Referee']",V,0.09,False,Video Assistant Referee,1.0,True
刑部親王や藤原不比等らによって701年に完成された日本の法典は何?答えは「,['大宝律令'],日本法典,0.0,False,日本の法典,0.0,False
初期の作風を「青の時代」、その次の作風を「桃色の時代」といったスペインの画家は誰?答えは「,"['ピカソ', 'パブロ・ピカソ']",モロッコの時代,0.15,False,ピエロ,0.33,False
男女の立場が逆転し、女性が将軍となった徳川政権下の日本を描いた、よしながふみの漫画は何?答えは「,['大奥'],慈善スパム,0.0,False,女の子の役割,0.0,False
常用漢字で部首が「魚へん」なのは鯨と何?答えは「,['鮮'],鯨魚,0.0,False,魚,0.0,False
1893年にこれを寄贈したイギリスのカナダ総督の名前がつけられた、NHLの優勝チームに与えられるトロフィーの名前は何?答えは「,['スタンレーカップ'],J. Ross Robertson Cup,0.0,False,シーズン,0.17,False
トリスタンやランスロットなど、「アーサー王伝説」でアーサー王に仕えた騎士のことを何という?答えは「,['円卓の騎士'],アーサー,0.0,False,アーサーの騎士,0.5,False
理科の実験ではアンモニア以外で行われることはほとんどない、水に溶けやすく空気よりも軽い気体を集める方法は何?答えは「,"['上方置換法', '上方置換']",アンモニア,0.0,False,水の中に溶ける,0.0,False
1830年に起きたフランス7月革命を題材にした、ウジェーヌ・ドラクロワの絵画は何?答えは「,['民衆を導く自由の女神'],彼女は彼女の夫の顔を描いている,0.08,False,フランスの革命,0.12,False
鹿児島県から宮崎県にかけて広がる、火山から噴出した白色の堆積物からなる台地を何という?答えは「,['シラス台地'],灰の沖,0.0,False,灰の島,0.0,False
ローマ字の表記法に名を残すジェームス・ヘボンが初代総長を務めたのは、現在の何大学?答えは「,"['明治学院大学', '明治学院']",ロンドン大学,0.33,False,ローマ大学,0.36,False
アカデミー賞で、外国語映画として初めて作品賞を受賞した、半地下の家で暮らすギテク、チュンスク、ギウ、ギジョンの4人家族を描いた、ポン・ジュノ監督の映画は何?答えは「,"['パラサイト 半地下の家族', 'パラサイト']",家族,0.31,False,彼らは彼らの家を拾い上げ、彼らの家を拾い上げ,0.12,False
英語で「追跡」という意味の、スピードスケートの団体種目は何?答えは「,"['パシュート', 'チームパシュート']",スピードスケート,0.38,False,スピードスケート,0.38,False
ハワイ語で「はねるノミ」という意味がある、ハワイアンミュージックでおなじみの4本弦の楽器は何?答えは「,['ウクレレ'],ハネカート,0.0,False,ハネルノミ,0.0,False
鍋料理の「柳川鍋」は、ドジョウと何の野菜を卵でとじた料理?答えは「,['ゴボウ'],柳川鍋,0.0,False,野菜の柳川,0.0,False
長野県の諏訪湖で厳しい冬にあらわれる、湖の水面が気温の変化で収縮・膨張し、「氷の道」のように盛り上がる現象を何という?答えは「,['御神渡り'],冬の氷河,0.0,False,冬の氷,0.0,False
「雄のミツバチ」を意味する英語から名づけられた、遠隔操作が可能な小型の無人航空機といえば何?答えは「,['ドローン'],ドローン,1.0,True,ドローン,1.0,True
赤外線を発見した物理学者はハーシェルですが、紫外線を発見した物理学者は誰?答えは「,"['ヨハン・ヴィルヘルム・リッター', 'リッター']",アート・ディールです,0.18,False,マイケル・フェルガー,0.27,False
古代エジプトやメソポタミアで使われていた、人の肘から中指の先までをもとにして作られた長さの単位は何?答えは「,['キュビット'],フィート,0.22,False,フィート,0.22,False
陸上競技などのトレーニングで、一定の間隔をおいて、激しい運動とゆるやかな運動を繰り返すことを「何トレーニング」という?答えは「,"['インターバルトレーニング', 'インターバル']",多忙の日々,0.0,False,バランス,0.25,False
天へと至るような美しい景観から「天国への階段」とも呼ばれる、フィリピン・ルソン島北部の中央山岳地に広がる世界遺産の棚田は何?答えは「,['フィリピン・コルディリェーラの棚田群'],何か,0.0,False,植物,0.0,False
映画やドラマの撮影で、ロケ地の提供やエキストラの手配など様々な支援を行い、地域の活性化を図る機関を何という?答えは「,"['フィルム・コミッション', 'フィルムコミッション']",地域の映画協議会,0.0,False,地元の映画製作者,0.0,False
昔から「西の富士、東のここ」と呼ばれる茨城県の山で、毎年8月に行われるガマ祭りでも有名なのはどこ?答えは「,['筑波山'],金魚山,0.33,False,毎年8月に行われるガマ祭りで、毎年8月に行われるガマ,0.0,False
団体旅行に同行する添乗員を「ツアコン」といいますが、これを略さずにいうと何?答えは「,['ツアー・コンダクター'],ツアコン,0.62,False,団体旅行に乗っている人,0.0,False
麻雀で使われる、白・發・中の3種類の牌のことを、総称して何牌という?答えは「,['三元牌'],三色パラダイム,0.2,False,3番目の牌,0.25,False
楽譜に用いる音楽記号で、同じ高さの2つの音符を弧線で結び、ひとつの音のようにつなげて演奏することを指示する記号を何という?答えは「,['タイ'],弦線,0.0,False,弦,0.0,False
全日本かるた協会の規定では「難波津の歌」と定められている、小倉百人一首を用いて行う競技かるたにおいて、最初に読まれる歌のことを何という?答えは「,['序歌'],日本の歌,0.33,False,難波津の歌,0.29,False
液体がその表面積をできるだけ小さくしようとする力を何という?答えは「,['表面張力'],湿度,0.0,False,湿度,0.0,False
息をつく間もなくひたすら喋り続けることを、ある武器にたとえて、俗に「何トーク」という?答えは「,"['マシンガントーク', 'マシンガン']",何,0.0,False,何もしない,0.0,False
安土桃山時代に京都で「かぶき踊り」を演じ、「歌舞伎の祖」として歴史に名を残す女性は誰?答えは「,['出雲阿国'],妹子,0.0,False,妻,0.0,False
奈良・平安時代に貴族が食べていた乳製品が語源となった、「本当の面白さ」を意味する言葉は?答えは「,"['醍醐味', '醍醐']",乳,0.0,False,チーズ,0.0,False
ラーメンの丼など中華料理の器によく描かれる、「喜」という漢字を2つ並べた紋様を何という?答えは「,['双喜'],雌牛,0.0,False,喜び,0.5,False
1903年のノーベル物理学賞をキュリー夫妻とともに受賞した、放射能の単位に名を残すフランスの物理学者は誰?答えは「,"['ベクレル', 'アントワーヌ・アンリ・ベクレル', 'アンリ・ベクレル']",アンドリュー・リンカード,0.33,False,アンドリュー・マルティン・キュリー,0.36,False
スーパーコンピュータの「富岳」を運用している、文部科学省所管の自然科学系総合研究所といえば何?答えは「,['理化学研究所'],極単純な環境科学研究所,0.47000000000000003,False,ハイブリッド,0.0,False
物事に決着をつけることを、和歌や俳句の最後によく使われる2文字の言葉にちなんで「何をつける」という?答えは「,"['けりをつける', 'けり']",何をつける,0.73,False,何をつける,0.73,False
ミュージカルの代名詞ともなっている、ニューヨークを南北に貫く通りは何?答えは「,['ブロードウェイ'],シュトゥットゥ,0.0,False,シュワルツェネッター・アーバート・ストリート,0.07,False
日本のうちわの生産量9割をしめる、香川県の都市はどこ?答えは「,"['丸亀市', '丸亀']",壊れてしまう,0.0,False,香川市,0.33,False
「イケダン」や「シロガネーゼ」という言葉を生み出した、光文社が発売している女性向け月刊ファッション雑誌は何?答えは「,['VERY'],女性の顔,0.0,False,ファッション,0.0,False
「カラカラ」と呼ばれる容器で出されることが多い、沖縄を代表する米焼酎といえば何?答えは「,['泡盛'],ウォルマン,0.0,False,カラカラ,0.0,False
2012年4月に氷河の存在が確認された、「岩と雪の殿堂」とも呼ばれる飛騨山脈・立山連峰の山は何?答えは「,['剱岳'],立山,0.0,False,立山,0.0,False
「憂鬱」「溜息」「退屈」「消失」などのシリーズがある、角川書店のライトノベルは何?答えは「,['涼宮ハルヒ'],漫画,0.0,False,憂鬱,0.0,False
ユダヤ暦のニサン月14日の夜から一週間行われる、ユダヤ民族がエジプトを脱出したことを記念するお祭りは何?答えは「,"['過ぎ越し', 'ペサハ', '過越し', '過越']",ユダヤのパーティー,0.0,False,パレード,0.0,False
競技中にユニフォームの襟がパタパタしないようにと「ボタンダウン」のデザインが生まれたスポーツは何?答えは「,['ポロ'],ボードゲーム,0.0,False,ボート,0.0,False
幕末、戊辰戦争に際して会津藩が組織した、16歳から17歳の男子を中心とした少年部隊は何?答えは「,['白虎隊'],戊辰少年,0.0,False,戊辰戦争,0.0,False
郵便局が販売する、あらかじめ料金63円が印刷され、封筒と便箋が一体となった「郵便書簡」のことを何という?答えは「,['ミニレター'],郵便書簡,0.0,False,郵便局,0.0,False
ベートーベンの交響曲第3番『英雄』。この「英雄」とは、もともと誰のこと?答えは「,"['ナポレオン', 'ナポレオン・ボナパルト']",アングルシャー,0.24,False,オーストラリアの英雄,0.2,False
胃液や膵液といった消化液に多く含まれる、中性脂肪を脂肪酸とグリセリンに加水分解する消化酵素は何?答えは「,['リパーゼ'],腸菌,0.0,False,脂肪酸酵素,0.0,False
衆議院で内閣不信任決議案が可決された場合、内閣は何日以内に総辞職か衆議院解散を行わなくてはならない?答えは「,"['10日', '10']",1日,0.8,False,いいえ,0.0,False
車椅子バスケットボールでよく行われる、片側の車輪を浮かせて高さを出すプレーを、「傾ける」という意味の英語で何という?答えは「,['ティルティング'],Slam Dunk,0.0,False,傾ける,0.0,False
外国人が日本に帰化する場合、原則として、何年以上継続して日本に住んでいなくてはならない?答えは「,"['5年', '5']",10年,0.4,False,何年か,0.4,False
クラーク博士やフェノロサなど、明治時代に日本政府によって招かれ、技術や学問を指導した外国人のことを特に何という?答えは「,"['お雇い外国人', 'お抱え外国人', 'お抱え外国人']",単なる外国人,0.5,False,外国人,0.67,False
1955年に福武哲彦が設立した福武書店を前身とする、「こどもちゃれんじ」や「進研ゼミ」などの通信教育事業で知られる企業はどこ?答えは「,"['ベネッセコーポレーション', 'ベネッセ']",福武書店,0.0,False,フォークス,0.12,False
主に銅の精製で行われる、2つの金属板をイオン溶液に入れ、電気を流して純度を上げていくことを漢字4文字で何という?答えは「,['電解精錬'],磨き,0.0,False,銅製,0.0,False
順徳天皇、日蓮、世阿弥などが流された、日本海の島はどこ?答えは「,"['佐渡', '佐渡島', '佐渡ヶ島']",どこにもありません,0.0,False,北海道,0.0,False
名前の由来には病害虫に強く寿命が長いことからという説がある、宮崎県の県の木に指定されているヤシ科の植物は何?答えは「,['フェニックス'],ヤシ科の植物,0.0,False,ヤシ,0.0,False
エスプレッソを飲む時に用いる小型のコーヒーカップを、「半分のカップ」という意味のフランス語で何という?答えは「,"['デミタスカップ', 'デミタス']",コーヒーマグレメイク,0.0,False,半分,0.0,False
『万葉集』におさめられている、班田制下で貧しい生活を送る農民の姿を歌った山上憶良の歌は何?答えは「,['貧窮問答歌'],農民の歌,0.22,False,彼女の歌,0.22,False
「セシルカット」や「サブリナパンツ」など、映画から生まれたファッションのことを何という?答えは「,['シネモード'],ファッションファンタジー,0.24,False,セシルカット,0.18,False
管楽器の演奏で、マウスピースを口にあてる形や口の周りの筋肉の使い方を、フランス語で何という?答えは「,['アンブシュア'],マウスピース,0.0,False,マウスピース,0.0,False
「ぶーん」という音を出して飛ぶことから漢字で「虫へんに文学の文」と書く、ともいわれる生き物は何?答えは「,['蚊'],虫,0.0,False,虫,0.0,False
新潮文庫で累計発行部数最多を誇る、「先生と私」「両親と私」「先生と遺書」の3部からなる、夏目漱石の小説は何?答えは「,"['こころ', 'こゝろ']",夏目漱石の小説,0.0,False,夏目漱石の小説,0.0,False
文化遺産保護に関わる国際的な非政府組織「国際記念物遺跡会議」のことを、アルファベット6文字の略称で何という?答えは「,"['ICOMOS', 'イコモス']",ICOMOS,1.0,True,ICOMOS,1.0,True
パソコンのキーボードでは右側に位置していることが多い、数字を入力するためのキーの総称は何?答えは「,['テンキー'],数字キー,0.5,False,数字キー,0.5,False
「居ぬ」と「死ぬ」の2語のみ該当する、文語文法の動詞の活用のひとつは何?答えは「,"['ナ行変格活用', 'ナ変']",動詞,0.0,False,死ぬ,0.0,False
1221年に後鳥羽上皇が鎌倉幕府を打ち倒そうと兵を起こしたが鎮圧された事件のことを、その時の年号から何の乱という?答えは「,['承久の乱'],1221年の乱,0.36,False,1221年,0.0,False
沖縄料理のひとつ「中身汁」とは、何の内臓を使って作られた料理?答えは「,['豚'],腹,0.0,False,肝臓,0.0,False
テナガザルやチンパンジーが行う、長い腕を使って枝伝いに木を移動する方法を英語で何という?答えは「,['ブラキエーション'],tree-climbing chimpanzees,0.0,False,枝伝い,0.0,False
ホテルやレストランでは「予約」のこと、スポーツの世界では「控えの選手」を指す英語といえば何?答えは「,['リザーブ'], reservation,0.0,False,予約,0.0,False
北海道で地方裁判所が置かれている4つの市とは、札幌市、函館市、旭川市と何市?答えは「,"['釧路', '釧路市']",沿岸市,0.33,False,札幌市、函館市、旭川市、札幌市、旭川市、,0.09,False
大正から戦後まで発行され、『二銭銅貨』や『黒死館殺人事件』など数多くの探偵小説を世に出した、モダニズムを代表する雑誌は何?答えは「,['新青年'],マガジン,0.0,False,The New Yorker,0.0,False
生まれてからちょうど10000日目の人の満年齢は何歳?答えは「,"['27歳', '27']",10000年,0.0,False,70,0.5,False
アメリカ本土でもっとも高いホイットニー山がある、スペイン語で「雪を頂く山」という意味がある山脈は何?答えは「,['シエラネバダ山脈'],アルプス,0.0,False,アイススケート,0.0,False
玄宗皇帝と楊貴妃の悲恋をうたった、中国・唐の詩人・白居易の叙事詩は何?答えは「,['長恨歌'],孤独の惡夢,0.0,False,白居易の叙事詩,0.0,False
「よさこい祭り」といえば高知市のお祭りですが、「YOSAKOIソーラン祭り」といえばどこの都市のお祭り?答えは「,"['札幌市', '札幌']",高知市,0.33,False,高知市,0.33,False
その歌声は「天使の歌声」と表現される、オーストリアを代表する有名な少年合唱団は何?答えは「,"['ウィーン少年合唱団', 'ウイーン']",オーストリアの少年合唱団,0.5700000000000001,False,オーストリアの少年,0.33,False
システィナ礼拝堂の天井画『創世記』や壁画『最後の審判』を描いた、イタリア・ルネサンスの芸術家は誰?答えは「,"['ミケランジェロ', 'ミケランジェロ・ディ・ロドヴィーコ・ブオナローティ・シモーニ', 'ミケランジェロ・ブオナローティ']",アルバート・ディ・モンテッソ,0.16,False,アルフレド・デ・ヴィーン,0.22,False
正式には「ザ・チャンピオンシップ」という、イギリスで開催されるテニスの四大大会のひとつは何?答えは「,"['ウィンブルドン', '全英オープン']",英国・ウェストミンスター・チャンピオンシップ,0.23,False,オープン,0.8,False
近未来のネット社会を描いた1999年公開の映画『ザ・インターネット』のピザの宅配シーンをきっかけに、実業家の花蜜幸伸が創設した、日本最大級の宅配デリバリーサイトは何?答えは「,['出前館'],ドロイド,0.0,False,ドアドライバー,0.0,False
水道光熱費の使用量の単位で、ガスや水道については「立方メートル」が用いられますが、電気の使用量を表す単位は何?答えは「,"['kWh', 'キロワット時', 'キロワットアワー']",キロワット時間（kWh）,0.92,False,ワックス,0.4,False
松尾芭蕉にちなんだ「バショー」、夏目漱石にちなんだ「ソーセキ」、芥川龍之介にちなんだ「アクタガワ」といった名前のクレーターがある太陽系の惑星は何?答えは「,['水星'],惑星,0.5,False,地球,0.0,False
清少納言の随筆『枕草子』の冒頭で最初にでてくる色は何?答えは「,['白'],紅,0.0,False,紫,0.0,False
夜空に輝く88星座の中で、ギリシャ神話の女性の名前がそのままつけられたものはアンドロメダ座と何座?答えは「,"['カシオペア座', 'カシオペヤ座', 'カシオペア', 'カシオペヤ']",Pisces,0.0,False,アンドロメダ,0.18,False
青森県の陸奥湾に面する3つの半島は、下北半島、津軽半島と何?答えは「,"['夏泊半島', '夏泊']",三島,0.33,False,陸奥半島,0.5,False
7種類の材料を使って作ることから、縁起の良い神様にちなんで名づけられた、カレーの付け合わせとしてもおなじみの漬物は何?答えは「,['福神漬け'],カレー,0.0,False,カレー,0.0,False
スペイン語では「サルー」、ドイツ語では「プロースト」、英語で「チアーズ」といえば、日本語では何という言葉?答えは「,['乾杯'],シャーズ,0.0,False,チャーズ,0.0,False
牛乳を温めると表面に薄い膜が張りますが、この現象を発見した科学者にちなんで何という?答えは「,['ラムスデン現象'],薄膜,0.0,False,マイケル・フェルガー,0.0,False
アメリカに入国する際に必要な「電子渡航認証システム」のことを、アルファベット4文字の略称で何という?答えは「,['ESTA'],E-Passport,0.46,False,E-Visa,0.67,False
「ショッキング」「サーモン」「チェリー」といえば何色の種類?答えは「,"['ピンク', 'ピンク色']",ゼロ,0.0,False,赤い,0.0,False
日本で使われた元号で、「文明」という元号があったのは室町時代ですが、「文化」という元号があったのは何時代?答えは「,['江戸時代'],明治時代,0.5,False,古代,0.33,False
フランス語で「大使館員」という意味がある、ビジネスマンが多く用いる角型のブリーフケースは何?答えは「,"['アタッシェケース', 'アタッシュケース', 'アタッシェ', 'アタッシュ']",大使館,0.0,False,大使館,0.0,False
漢数字の「一」と「千」を用いた四字熟語で、「たいへん待ち遠しいこと」は「一日千秋」といいますが、「時間が貴重なこと」は何という?答えは「,['一刻千金'],千年の日,0.25,False,千年の間,0.25,False
京都「五山送り火」で灯される5つの形のうち、最初に点火されるのは「大文字」ですが、最後に点火されるのは何?答えは「,['鳥居形'],小文字,0.0,False,小文字,0.0,False
困難に出会ってはじめてその人の真価が問われる、ということを、「疾風に何を知る」という?答えは「,['勁草'],疾風に何を知る,0.0,False,彼らが彼らの人生の中で何をしているかを知る,0.0,False
ハイテク産業の会社が集まることから「インドのシリコンバレー」と呼ばれる、カルナータカ州の州都はどこ?答えは「,['ベンガルール'],カルナータ,0.36,False,カルナータ,0.36,False
1898年、キュリー夫妻がウラン鉱石から発見した、元素記号「Ra」の元素は何?答えは「,['ラジウム'],ラトリウム,0.67,False,ラトリウム,0.67,False
物理学において、大きさと方向を持つ力を「ベクトル」というのに対し、大きさのみの力のことを何という?答えは「,['スカラー'],フィールド,0.22,False,粒子,0.0,False
世界文化遺産「古都京都の文化財」に指定されている寺社のうち、唯一、京都府内にはないお寺は何?答えは「,['延暦寺'],桜井お寺,0.29,False,弘法寺,0.33,False
煮物料理などで、材料を回しながら不規則な形に切る切り方を何という?答えは「,['乱切り'],切り捨て,0.5700000000000001,False,スライス,0.0,False
炭化水素で、炭素間の結合が単結合のみであるものをアルカンといいますが、1組だけ二重結合を含むものを何という?答えは「,['アルケン'],アルカン,0.75,False,二重結合,0.0,False
猛烈な勢いで物事にあたることを、百獣の王・ライオンが奮闘する様子になぞらえた四字熟語で何という?答えは「,['獅子奮迅'],彼は何をするのか?,0.0,False,彼は彼が奮闘していることを知っている,0.09,False
カウアイ島、マウイ島、オアフ島といえば、アメリカの何州に属する島?答えは「,"['ハワイ', 'ハワイ州']",マウイ,0.33,False,いいえ,0.0,False
ビクトル・ユーゴーから本の売れ行きを確かめるために「?」だけの手紙を送りつけられ、「!」だけの返事を書いた、世界一短い手紙のやり取りを行ったという出版社はどこ?答えは「,"['ハースト・アンド・ブラケット社', 'ハースト・アンド・ブラケット']",?,0.0,False,ユーゴスタテス,0.21,False
人の好みや考え方はみんな異なることを、漢数字の「十」という字を2回用いた四字熟語で何という?答えは「,['十人十色'],人間の脳,0.25,False,十分,0.33,False
ペリーが黒船で来日したときに、英語と日本語の間に入って通訳されたのは何語?答えは「,['オランダ語'],三,0.0,False,イングリッシュ,0.17,False
「ファスナー」を指す「チャック」の語源となったものは何?答えは「,['巾着'],チャックス,0.0,False,ファスナー,0.0,False
1960年代半ばに起きた、稲や小麦の品種改良による技術革新のことを、ある色を使って「何の革命」という?答えは「,"['緑の革命', '緑']",稲,0.0,False,飲料水,0.0,False
お酢として料理に使われたことから、かつては「酢橘」と呼ばれていた、徳島県名産の柑橘類は何?答えは「,['すだち'],イタリアナ,0.0,False,柑橘,0.0,False
ミルクティーなどに入れられることが多い、キャッサバの根からとったデンプンを何という?答えは「,['タピオカ'],キャッサバ,0.0,False,キャッサバの根,0.0,False
共同浴場である本館は重要文化財に指定されている、愛媛県松山市にある有名な温泉は何?答えは「,"['道後', '道後温泉']",温泉,0.67,False,マンディー,0.0,False
アンデルセン童話『親指姫』で、親指姫は何の花の中から生まれた?答えは「,['チューリップ'],紅,0.0,False,薔薇,0.0,False
豊臣秀吉と明智光秀が戦った戦場に由来する、物事の大事な局面を指す言葉は何?答えは「,['天王山'],戦場,0.0,False,戦場,0.0,False
日本の元号で、最も長く続いたのは「昭和」、2番目は「明治」ですが、3番目は何?答えは「,['応永'],日本,0.0,False,平和,0.0,False
48ヶ所ものカーブがあることから名付けられた、栃木県日光市の馬返と中禅寺湖を結ぶ、紅葉の名所として知られる坂は?答えは「,['いろは坂'],栃木県日光市の馬返,0.0,False,栃木県日光市の馬返と中禅寺湖を結ぶ、紅葉の名所と,0.0,False
略して「B.D.」とも呼ばれる、フランス語圏で広く読まれているストーリー漫画を総称して何という?答えは「,['バンド・デシネ'],Bande Dessinée,0.0,False,B.D.,0.0,False
リンカーンが「人民の、人民による、人民のための政治」という演説を行ったアメリカ・ペンシルベニア州にある町はどこ?答えは「,['ゲティスバーグ'],シアトル,0.0,False,リンカーン市,0.15,False
国際間の対立状態が緩和することを「雪どけ」といいますが、この言葉が使われるきっかけとなった小説『雪どけ』を書いた旧ソ連の作家は誰?答えは「,"['イリヤ・エレンブルク', 'エレンブルク']",ヴィクトリア・ウィリアムズ,0.11,False,マリア・アルフレッド,0.22,False
独自の進化を遂げた動植物が多く住むことから、別名を「東洋のガラパゴス」と呼ばれる日本の島々は何諸島?答えは「,['小笠原諸島'],日本の列島,0.2,False,マグドゥー、マグドゥー、マグドゥー、マグドゥー、,0.0,False
ラグビーで、各国の代表チーム同士が戦う国際試合のことを何という?答えは「,['テストマッチ'],ラグビー,0.0,False,ラグビーワールドカップ,0.12,False
